#SOCIAL
CharAuto    You report: 12874/13103 hp 9238/10230 mana 2483/3451 mv 2.31E13 xp.~
OthersAuto  $n reports: 12874/13103 hp 9238/10230 mana 2483/3451 mv 2.31E13 xp.~
End

#SOCIAL
Name        fart~
CharNoArg   Where are your manners?~
OthersNoArg $n lets off a real rip-roarer...  A greenish cloud envelops $n!~
CharFound   You fart at $M.  Boy, you are sick.~
OthersFound $n farts in $N's direction.  Better flee before $e turns to you!~
VictFound   $n farts in your direction.  You gasp for air.~
CharAuto    You fart at yourself.  You deserve it.~
OthersAuto  $n farts at $mself.  Better $m than you.~
End

#SOCIAL
Name        fear~
CharNoArg   You are overcome by fear and begin shaking uncontrollably.~
OthersNoArg $n is overcome by fear and begins shaking uncontrollbly.~
CharFound   You look at $N and are overcome by fear.~
OthersFound $n looks at $N and is overcome by fear. $n's knees start knocking.~
VictFound   $n takes one look at you and is overcome by fear. $n's knees begin to knock and $s legs buckle.~
CharAuto    You are afraid of yourself?~
OthersAuto  $n is afraid of $mself? Truly schizophrenic!~
End

#SOCIAL
Name        fiddledeedee~
CharNoArg   You exclaim 'Oh! Fiddle-dee-dee!'~
OthersNoArg $n exclaims 'Oh! Fiddle-dee-dee!'~
CharFound   You tell $M 'Fiddle-dee-dee!'~
OthersFound $n looks at $M and says 'Fiddle-dee-dee!'~
VictFound   $n looks at you and says 'Fiddle-dee-dee!'~
CharAuto    You mutter to yourself 'Fiddle-dee-dee.'~
OthersAuto  $n mutters to $mself. Fiddle-dee-dee.~
End

#SOCIAL
Name        flair~
CharNoArg   You raise four fingers, the sign of The Four Horsemen, and yell 'whoooooo!'~
OthersNoArg $n raises four fingers, the sign of The Four Horsemen, and yells 'whoooooo!'~
CharFound   You cripple $N with the Figure Four Leglock.~
OthersFound $n cripples $N with the Figure Four Leglock.~
VictFound   $n cripples you with the Figure Four Leglock.~
CharAuto    You yell 'To be the man you gotta beat the man and I am the man!  Whoooooo!'.~
OthersAuto  $n yells 'To be the man you gotta beat the man and I am the man!  Whoooooo!'.~
End

#SOCIAL
Name        flex~
CharNoArg   You flex your muscles...  Everyone is jealous.~
OthersNoArg $n flexes.  Must think $e's buff.~
CharFound   You flex for $M.  Impressive!~
OthersFound $n flexes in a vain attempt at impressing $N.~
VictFound   You watch $n flex.  Are you impressed, or what?~
CharAuto    You flex, just to make sure you still got it.~
OthersAuto  $n flexes $s muscles.~
End

#SOCIAL
Name        flip~
CharNoArg   You flip head over heels.~
OthersNoArg $n flips head over heels.~
CharFound   You flip $M over your shoulder.~
OthersFound $n flips $N over $s shoulder.~
VictFound   $n flips you over $s shoulder.  Hmmmm.~
CharAuto    You tumble all over the room.~
OthersAuto  $n does some nice tumbling and gymnastics.~
End

#SOCIAL
Name        flipbird~
CharNoArg   You erect and contort your middle finger upwards.~
OthersNoArg $n erects and contorts $s middle finger upwards.~
CharFound   You extend your middle finger to $N.~
OthersFound $n extends $s middle finger to $N.~
VictFound   $n extends $s middle finger to you.~
CharAuto    You extend both of your middle fingers to the whole room.~
OthersAuto  $n extends both of $s middle fingers to the whole room.~
End

#SOCIAL
Name        flippity~
CharNoArg   You mumble loudly 'Flippity Flu!'~
OthersNoArg $n mumbles loudly 'Flippity Flu!'~
CharFound   You say 'Flippity Flu!' in $S direction.~
OthersFound $n says 'Flippity Flu!' in $N's direction.~
VictFound   $n says 'Flippity Flu!' in your direction.~
CharAuto    You act like the Grumpy Old Man and mumble 'Flippity Flu!'~
OthersAuto  $n acts like the Grumpy Old Man and mumbles 'Flippity Flu!'~
End

#SOCIAL
Name        flirt~
CharNoArg   Wink wink!~
OthersNoArg $n flirts -- probably needs a date, huh?~
CharFound   You flirt with $M.~
OthersFound $n flirts with $N.~
VictFound   $n wants you to show some interest and is flirting with you.~
CharAuto    You flirt with yourself.~
OthersAuto  $n flirts with $mself.  Hoo boy.~
End

#SOCIAL
Name        flower~
CharNoArg   You make an origami flower out of paper.~
OthersNoArg $n makes an origami flower out of paper.~
CharFound   You make an origami flower and give it to $N.~
OthersFound $n makes an origami flower and gives it to $N.~
VictFound   $n makes an origami flower and gives it to you.~
CharAuto    You make an origami flower and stick it in your lapel.~
OthersAuto  $n makes an origami flower and sticks it in $s lapel.~
End

#SOCIAL
Name        flutter~
CharNoArg   You flutter your eyelashes.~
OthersNoArg $n flutters $s eyelashes.~
CharFound   You flutter your eyelashes at $M.~
OthersFound $n flutters $s eyelashes in $N's direction.~
VictFound   $n looks at you and flutters $s eyelashes.~
CharAuto    You flutter your eyelashes at the thought of yourself.~
OthersAuto  $n flutters $s eyelashes at no one in particular.~
End

#SOCIAL
Name        fly~
CharNoArg   You sing 'All the girlies say I'm pretty fly for a white guy!'~
OthersNoArg $n sings 'All the girlies say I'm pretty fly for a white guy!'~
CharFound   You sing 'All the girlies say I'm pretty fly for a white guy!' to $N.~
OthersFound $n sings 'All the girlies say I'm pretty fly for a white guy!' to $N.~
VictFound   $n sings 'All the girlies say I'm pretty fly for a white guy!' to you.~
CharAuto    You say 'Did you know Pretty Fly was sung by The Offspring in 1999?'~
OthersAuto  $n says 'Did you know Pretty Fly was sung by The Offspring in 1999?'~
End

#SOCIAL
Name        foley~
CharNoArg   You put Mr. Socko on your hand and say maniacally 'Have a nice day!'~
OthersNoArg $n puts Mr. Socko on $s hand and says maniacally 'Have a nice day!'~
CharFound   You say to $N 'Owww $N-o!  It's me!  Dude Love!  Owww!'~
OthersFound $n says to $N 'Owww $N-o!  It's me!  Dude Love!  Owww!'~
VictFound   $n says to you 'Owww $N-o!  It's me!  Dude Love!  Owww!'~
CharAuto    You make guns with your hands and yell 'Bang Bang! Bang Bang!'~
OthersAuto  $n makes guns with $s hands and yells 'Bang Bang! Bang Bang!'~
End

#SOCIAL
Name        fondle~
CharNoArg   Who needs to be fondled?~
CharFound   You fondly fondle $M.~
OthersFound $n fondly fondles $N.~
VictFound   $n fondly fondles you.~
CharAuto    You fondly fondle yourself, feels funny doesn't it?~
OthersAuto  $n fondly fondles $mself - this is going too far!~
End

#SOCIAL
Name        footrub~
CharNoArg   You glance around the room looking for someone to rub your feet.~
OthersNoArg $n glances around the room looking for someone to rub $s feet.~
CharFound   You ask $N to rub your tired feet.~
OthersFound $n asks $N to rub $s tired feet.  Better leave before $e asks you.~
VictFound   $n asks you to rub $s tired feet.  Better leave your gloves on.~
CharAuto    You rub your tired feet, waiting for a refresh.~
OthersAuto  $n rubs $s tired feet, $e sure could use a refresh.~
End

#SOCIAL
Name        forgive~
CharNoArg   Have you just done something you might need forgiven for?~
OthersNoArg Looks like $n might have done something wrong.~
CharFound   You beg $N to forgive you for your mistake.~
OthersFound $n begs you to forgive $m for $s mistake.~
VictFound   $n is begging $N for forgiveness, $e must have done something really wrong.~
CharAuto    You beg yourself for forgiveness, don't worry it can't be that bad.~
OthersAuto  $n is begging $mself for forgiveness, $e is acting a little strange.~
End

#SOCIAL
Name        forlife~
CharNoArg   You say 'When you are with the nWo, you are here for life!'~
OthersNoArg $n says 'When you are with the nWo, you are here for life!'~
CharFound   You say 'The nWo for life, baby!' to $N.~
OthersFound $n says 'The nWo for life, baby!' to $N.~
VictFound   $n says 'The nWo for life, baby!' to you.~
CharAuto    You do the hand jestures for 'nWo 4 life'.~
OthersAuto  $n does the hand jestures for 'nWo 4 life'.~
End

#SOCIAL
Name        french~
CharNoArg   Kiss whom?~
CharFound   You give $N a long and passionate kiss.~
OthersFound $n kisses $N passionately.~
VictFound   $n gives you a long and passionate kiss.~
CharAuto    You gather yourself in your arms and try to kiss yourself.~
OthersAuto  $n makes an attempt at kissing $mself.~
End

#SOCIAL
Name        frolick~
CharNoArg   You throw confetti into the air and frolick about with gleeful abandon.~
OthersNoArg $n throws confetti into the air and frolicks about with gleeful abandon.~
CharFound   You take $N's hand and frolick about with gleeful abandon.~
OthersFound $n takes $N's hand and frolicks about with gleeful abandon.~
VictFound   $n takes your hand and frolicks about with gleeful abandon.~
End

#SOCIAL
Name        frown~
CharNoArg   What's bothering you?~
OthersNoArg $n frowns.~
CharFound   You frown at what $E did.~
OthersFound $n frowns at $N.~
VictFound   $n frowns at what you did.~
CharAuto    You frown at yourself.  Poor baby.~
OthersAuto  $n frowns at $mself.  Poor baby.~
End

#SOCIAL
Name        fstar~
CharNoArg   A falling star catches your eye.~
OthersNoArg $n is looking for a falling star to wish upon.~
CharFound   You and $N make a wish upon a falling star.~
OthersFound $n and $N wistfully gaze upon a falling star.~
VictFound   $n wishes upon a falling star for $N's happiness.~
CharAuto    You make a wish upon a falling star.~
OthersAuto  $n watches a falling star.~
End

#SOCIAL
Name        fume~
CharNoArg   You grit your teeth and fume with rage.~
OthersNoArg $n grits $s teeth and fumes with rage.~
CharFound   You stare at $M, fuming.~
OthersFound $n stares at $N, fuming with rage.~
VictFound   $n stares at you, fuming with rage!~
CharAuto    That's right - hate yourself!~
OthersAuto  $n clenches $s fists and stomps his feet, fuming with anger.~
End

#SOCIAL
Name        gag~
CharNoArg   You gag.~
OthersNoArg $n gags.~
CharFound   You gag on $M.~
OthersFound $n gags on $N.~
VictFound   $n gags on you.~
CharAuto    You gag on yourself.~
OthersAuto  $n gags on $s own clothes.~
End

#SOCIAL
Name        garinan~
CharNoArg   You say 'Garinan?  What means this word Garinan?'~
OthersNoArg $n says 'Garinan?  What means this word Garinan?~
CharFound   You say 'You're a Garinan, $N!'~
OthersFound $n says 'You're a Garinan, $N!'~
VictFound   $n says 'You're a Garinan, $N!'~
CharAuto    You look at GARINAN SELF and say 'Hey everyone, I found Garinan!'
        _____  _____  _____  _____  _____  _____  _____ 
       |     ||  _  ||  _  ||_   _||   | ||  _  ||   | |
       |  ___||     ||    _|  | |  | | | ||     || | | |
       | `   ||  |  ||     | _| |_ | | | ||  |  || | | |
       |_____||__|__||__|__||_____||_|___||__|__||_|___| 
                         _____  _____  _____  _____  _      _____  _____ 
                        |_   _||  ___||     || ___ || |    |  _  ||  _  |
                          | |  |     || | | ||  ___|| |    |     ||    _| 
                          | |  |  ___|| | | || |    | |___ |  |  ||     |
                          |_|  |_____||_|_|_||_|    |_____||__|__||__|__|~
OthersAuto  $n looks at GARINAN SELF and says 'Hey everyone, I found Garinan!'~
End

#SOCIAL
Name        gasp~
CharNoArg   You gasp in astonishment.~
OthersNoArg $n gasps in astonishment.~
CharFound   You gasp as you realize what $E did.~
OthersFound $n gasps as $e realizes what $N did.~
VictFound   $n gasps as $e realizes what you did.~
CharAuto    You look at yourself and gasp!~
OthersAuto  $n takes one look at $mself and gasps in astonisment!~
End

#SOCIAL
Name        gawk~
CharNoArg   You gawk at everyone around you.~
OthersNoArg $n gawks at everyone in the room.~
CharFound   You gawk at $M.~
OthersFound $n gawks at $N.~
VictFound   $n gawks at you.~
CharAuto    You gawk as you think what you must look like to others.~
OthersAuto  $n is gawking again.  What is on $s mind?~
End

#SOCIAL
Name        gbhug~
CharNoArg   You hug a great big grizzly bear.~
OthersNoArg $n hugs a great big grizzly bear.~
CharFound   You give $N a great big bearhug.  Ooooof!~
OthersFound $n gives a great big bearhug to $N.  Oooof!~
VictFound   $n gives you a great big bearhug.  Ooooof!~
End

#SOCIAL
Name        ghug~
CharNoArg   GROUP HUG!  GROUP HUG!~
OthersNoArg $n hugs you all in a big group hug.  How sweet!~
CharFound   GROUP HUG!  GROUP HUG!~
OthersFound $n hugs you all in a big group hug.  How sweet!~
VictFound   $n hugs you all in a big group hug.  How sweet!~
CharAuto    GROUP HUG!  GROUP HUG!~
OthersAuto  $n hugs you all in a big group hug.  How sweet!~
End

#SOCIAL
Name        giggle~
CharNoArg   You giggle.~
OthersNoArg $n giggles.~
CharFound   You giggle at $M.~
OthersFound $n giggles at $N's actions.~
VictFound   $n giggles at you.  Hope it's not contagious!~
CharAuto    You giggle at yourself.  You must be nervous or something.~
OthersAuto  $n giggles at $mself, $e must be nervous or something.~
End

#SOCIAL
Name        girls~
CharNoArg   You sing 'Girls just want to have fun.'~
OthersNoArg $n sings 'Girls just want to have fun.'~
CharFound   You sing 'Girls just want to have fun.' to $N.~
OthersFound $n sings 'Girls just want to have fun.' to $N.~
VictFound   $n sings 'Girls just want to have fun.' to you.~
CharAuto    You say 'Did you know Girls Just Want to Have Fun was sung by Cyndi Lauper?'~
OthersAuto  $n says 'Did you know Girls Just Want to Have Fun was sung by Cyndi Lauper?'~
End

#SOCIAL
Name        girn~
CharNoArg   You try to grin, but somehow get it slightly wrong.~
OthersNoArg $n tries to grin, but somehow gets it slightly wrong.~
CharFound   You try to grin at $N, but $E gives you a funny look.~
OthersFound $n tries to grin at $N, but screws it up badly.~
VictFound   $n turns $s lips in a sad attempt at a lopsided grin.~
CharAuto    Your face becomes a ghastly mask as you fail to grin.~
OthersAuto  $n's face becomes a strange death mask as $s tries to grin.~
End

#SOCIAL
Name        gjob~
CharNoArg   You leap in the air and yell 'Good Job!'~
OthersNoArg $n pats $mself on the back and smiles.~
CharFound   You plant a great big gold star on $N.~
OthersFound $n congratulates $N for a job well done.~
VictFound   $n sticks a gold star on your forehead and says 'Good Job!'~
CharAuto    You try and stick a gold star on your forehead in order to get attention for your good work.~
OthersAuto  $n tries to praise $mself for a job well done.~
End

#SOCIAL
Name        glare~
CharNoArg   You glare at nothing in particular.~
OthersNoArg $n glares around $m.~
CharFound   You glare icily at $M.~
OthersFound $n glares at $N.~
VictFound   $n glares icily at you, you feel cold to your bones.~
CharAuto    You glare icily at your feet, they are suddenly very cold.~
OthersAuto  $n glares at $s feet, what is bothering $m?~
End

#SOCIAL
Name        glower~
CharNoArg   You glower in frustration.  Having a bad day?~
OthersNoArg $n glowers in frustration.~
CharFound   You glower at $N in frustration over what $E said.~
OthersFound $n glowers at $N in frustration.~
VictFound   $n glowers at you in frustration.  Did you say something?~
CharAuto    You glower at yourself.  Having a bad day?~
OthersAuto  $n glowers at $mself.  Maybe $e's having a bad day.~
End

#SOCIAL
Name        gnight~
CharNoArg   You tell everyone goodnight.~
OthersNoArg $n tells everyone goodnight.~
CharFound   You give $N a soft goodnight kiss and wave to $M.~
OthersFound $n gives $N a soft goodnight kiss then waves to $M.~
VictFound   $n gives you a soft goodnight kiss and then waves to you.~
CharAuto    You say goodnight to yourself.~
OthersAuto  $n says goodnight to $mself, $e must really be tired.~
End

#SOCIAL
Name        gobble~
CharNoArg   You clear your throat and gobble several times.~
OthersNoArg $n clears $s throat and gobbles most musically.~
CharFound   You clear your throat and gobble profusely at $N.~
OthersFound $n clears $s throat and gobbles like a turkey at $N.~
VictFound   $n clears $s throat and gobbles like a turkey at you.~
CharAuto    Gobbling at yourself?  Okaaaay then.~
OthersAuto  $n starts gobbling to $mself.  How odd.~
End

#SOCIAL
Name        godwars~
CharNoArg   You look around at all the players. Godwars must be down.~
OthersNoArg $n looks around at all the players. Godwars must be down.~
CharFound   You tell $N that Godwars is back up.~
OthersFound $n tells $N that Godwars is back up.~
VictFound   $n tells you that Godwars is back up.~
CharAuto    You notice everyone is logging off now that Godwars is back up.~
OthersAuto  $n notices everyone is logging off now that Godwars is back up.~
End

#SOCIAL
Name        godwedgy~
CharNoArg   Godwedgy whom?~
CharFound   You pray to the great Wedgy God, to bring his wrath down on $N. A spectral hand descends from above and grabs ahold of $N's underwear. Fabric tearing and loud screaming echo as the hand yanks upward with unearthly strength.~
OthersFound $n prays to the great Wedgy God, to bring his wrath down on $N. A spectral hand descends from above and grabs ahold of $N's underwear. Fabric tearing and loud screaming echo as the hand yanks upward with unearthly strength.~
VictFound   $n prays to the great Wedgy God, to bring his wrath down on you. A spectral hand descends from above and grabs ahold of your underwear. Fabric tearing and your screams are the last thing you hear before all goes black.~
CharAuto    The great Wedgy God does not answer your prayer.~
End

#SOCIAL
Name        goose~
CharNoArg   You honk like a goose!~
OthersNoArg It dawns on you that $n looks a lot like a goose.~
CharFound   You goose $N!~
OthersFound $n attempts to goose $N!  Uh oh...~
VictFound   $n gooses you and then runs away giggling!~
CharAuto    You try to hatch a goose egg.~
OthersAuto  $n nonchalantly sits on a goose egg and waits patiently.~
End

#SOCIAL
Name        gratz~
CharNoArg   You congratulate everyone!~
OthersNoArg $n gives everyone a hearty congratulations!~
CharFound   You congratulate $N with a big slap on $S back!~
OthersFound $n congratulates $N with a big hearty slap on the back!~
VictFound   $n congratulates you with a big slap on your back!~
CharAuto    You want to congratulate yourself?  You must be an egomaniac!~
OthersAuto  $n congratulates $mself.  What a goof!~
End

#SOCIAL
Name        greet~
CharNoArg   You wave and say 'hello all, how fare thee on this fine day?'~
OthersNoArg $n greets you with a pleasant smile.~
CharFound   You warmly greet $N, saying 'Well met, $N! How fare thee, on this fine day?'~
OthersFound $n greets $N warmly.~
VictFound   $n smiles at you and says 'How fare thee on this fine day, $N?'~
End

#SOCIAL
Name        grimace~
CharNoArg   You contort your face in disgust.~
OthersNoArg $n grimaces in disgust.~
CharFound   You grimace in disgust at $M.~
OthersFound $n grimaces in disgust at $N.~
VictFound   $n grimaces in disgust at you.~
CharAuto    You grimace at yourself in disgust.~
OthersAuto  $n grimaces at $mself in disgust.~
End

#SOCIAL
Name        grin~
CharNoArg   You grin evilly.~
OthersNoArg $n grins evilly.~
CharFound   You grin evilly at $M.~
OthersFound $n grins evilly at $N.~
VictFound   $n grins evilly at you.  Hmmm.  Better keep your distance.~
CharAuto    You grin at yourself.  You must be getting very bad thoughts.~
OthersAuto  $n grins at $mself.  You must wonder what's in $s mind.~
End

#SOCIAL
Name        grind~
CharNoArg   You grind your teeth in frustration.~
OthersNoArg $n grinds $s teeth in frustration.~
CharFound   You grind your teeth in anger at $M.~
OthersFound $n grinds $s teeth in anger at $N.~
VictFound   $n grinds $s teeth in anger at you.~
CharAuto    You grind your teeth in frustration of your stupid mistake.~
OthersAuto  $n grinds $s teeth in frustration of $s mistake.~
End

#SOCIAL
Name        gripe~
CharNoArg   You tighten your grip on your weapon, preparing for battle.~
OthersNoArg $n tighten $s grip on $s weapon. Ready for battle!~
CharFound   You gripe to $N about everything from the plague to chastity belts.~
OthersFound $n gripes to $N.~
VictFound   $n gripes non stop.  Perhaps $s armor is a bit too tight?~
CharAuto    You gripe to no one in particular.~
OthersAuto  $n is griping about something.~
End

#SOCIAL
Name        groan~
CharNoArg   You groan loudly.~
OthersNoArg $n groans loudly.~
CharFound   You groan at the sight of $M.~
OthersFound $n groans at the sight of $N.~
VictFound   $n groans at the sight of you.~
CharAuto    You groan as you realize what you have done.~
OthersAuto  $n groans as $e realizes what $e has done.~
End

#SOCIAL
Name        groove~
CharNoArg   You groove to the music.~
OthersNoArg $n grooves to the music.~
CharFound   You show $N how to groove on the dance floor.~
OthersFound $n shows $N how to groove on the dance floor.~
VictFound   $n shows you how to groove on the dance floor.~
CharAuto    You walk to the dance floor and show everyone how it's done!~
OthersAuto  $n walks to the dance floor and shows you how it's done!~
End

#SOCIAL
Name        grope~
CharNoArg   Whom do you wish to grope?~
OthersNoArg $n wants to grope someone - RUN!~
CharFound   Well, what sort of noise do you expect here?~
OthersFound $n gropes $N.~
VictFound   $n gropes you.~
CharAuto    You grope yourself - YUCK.~
OthersAuto  $n gropes $mself - YUCK.~
End

#SOCIAL
Name        grovel~
CharNoArg   You grovel in the dirt.~
OthersNoArg $n grovels in the dirt.~
CharFound   You grovel before $M.~
OthersFound $n grovels in the dirt before $N.~
VictFound   $n grovels in the dirt before you.~
CharAuto    That seems a little silly to me.~
End

#SOCIAL
Name        growl~
CharNoArg   Grrrrrrrrrr...~
OthersNoArg $n growls.~
CharFound   Grrrrrrrrrr...  Take that, $N!~
OthersFound $n growls at $N.  Better leave the room before the fighting starts.~
VictFound   $n growls at you.  Hey, two can play it that way!~
CharAuto    You growl at yourself.  Boy, do you feel bitter!~
OthersAuto  $n growls at $mself.  This could get interesting...~
End

#SOCIAL
Name        grumble~
CharNoArg   You grumble.~
OthersNoArg $n grumbles.~
CharFound   You grumble to $M.~
OthersFound $n grumbles to $N.~
VictFound   $n grumbles to you.~
CharAuto    You grumble under your breath.~
OthersAuto  $n grumbles under $s breath.~
End

#SOCIAL
Name        grunt~
CharNoArg   GRNNNHTTTT!~
OthersNoArg $n grunts like a pig.~
CharFound   GRNNNHTTTT!~
OthersFound $n grunts to $N.  What a pig!~
VictFound   $n grunts to you.  What a pig!~
CharAuto    GRNNNHTTTT!~
OthersAuto  $n grunts to nobody in particular.  What a pig!~
End

#SOCIAL
Name        guitar~
CharNoArg   You do some totally awesome air guitar with your hands.~
OthersNoArg $n does some totally awesome air guitar with $s hands.~
End

#SOCIAL
Name        gully~
CharNoArg   You act like a gully dwarf and say 'Two. No more than two.'~
OthersNoArg $n acts like a gully dwarf and says 'Two. No more than two.'~
CharFound   You shove a dead, stiff lizard in $N's face, trying to cure $S cough.~
OthersFound $n shoves a dead, stiff lizard in $N's face, trying to cure $S cough.~
VictFound   $n shoves a dead, stiff lizard in your face, trying to cure your cough.~
CharAuto    You wave around a dead lizard and utter the mystic word 'neosporin'~
OthersAuto  $n waves around a dead lizard and utters the mystic word 'neosporin'~
End

#SOCIAL
Name        hah~
CharNoArg   You seem to get a laugh from something saying 'hah hah hah'.~
OthersNoArg $n seems to get a laugh from something saying 'hah hah hah'.~
CharFound   You seem to get a laugh from $N saying 'hah hah hah'.~
OthersFound $n seems to get a laugh from $N saying 'hah hah hah'.~
VictFound   $n seems to get a laugh from you saying 'hah hah hah'.~
CharAuto    You seem to get a laugh from yourself saying 'hah hah hah'.~
OthersAuto  $n seems to get a laugh from $mself saying 'hah hah hah'.~
End

#SOCIAL
Name        hair~
CharNoArg   You run your fingers through your hair.~
OthersNoArg $n runs $s fingers through $s hair, how vain!~
CharFound   You run your fingers through $N's hair.~
OthersFound $n runs $s fingers through $N's hair, how sweet.~
VictFound   $n runs $s fingers through your hair soothingly.~
CharAuto    Having a bad hair day?~
OthersAuto  $n seems to be having a bad hair day.~
End

#SOCIAL
Name        hakuna~
CharNoArg   You sing 'Hakuna Matata, it means no worries for the rest of your days...'~
OthersNoArg $n sings 'Hakuna Matata, it means no worries for the rest of your days...'~
CharFound   You tell $N 'Hakuna Matata, it means no worries.'~
OthersFound $n tells $N 'Hakuna Matata, it means no worries.'~
VictFound   $n tells you 'Hakuna Matata, it means no worries.'~
CharAuto    You sing 'Hakuna...'~
OthersAuto  $n sings 'Hakuna...'~
End

#SOCIAL
Name        halo~
CharNoArg   An aura of heavenly light in a form of a ring appears above your head.~
OthersNoArg An aura of heavenly light in a form of a ring appears above $n's head.~
CharFound   You place a halo on the top of $N's head.~
OthersFound $n places a halo on the top of $N's head.~
VictFound   $n places a halo on top of your head.~
CharAuto    You adjust the halo on your head.~
OthersAuto  $n adjusts the halo on top of $s head.~
End

#SOCIAL
Name        hamspiced~
CharNoArg   You think somebody is acting like a hamspiced.~
OthersNoArg $n thinks somebody is acting like a hamspiced.~
CharFound   You call $N a Hamspiced, HEY watch your mouth!~
OthersFound $n calls $N a Hamspiced, maby someone should wash $s mouth out with soap.~
VictFound   $n calls you a hamspiced!...thats harassment!~
CharAuto    you call yourself a hamspiced!...why would you say that!?~
OthersAuto  $n calls $mself a hamspiced (now why would they do that?)~
End

#SOCIAL
Name        hand~
CharNoArg   Kiss whose hand?~
CharFound   You kiss $S hand.~
OthersFound $n kisses $N's hand.  How continental!~
VictFound   $n kisses your hand.  How continental!~
CharAuto    You kiss your own hand.~
OthersAuto  $n kisses $s own hand.~
End

#SOCIAL
Name        handkiss~
CharNoArg   Kiss whose hand?~
CharFound   You kiss $s hand. How continental!~
OthersFound $n kisses $N's hand... How continental!~
VictFound   $n kisses your hand, now isn't that sweet?~
CharAuto    You kiss your own hand. Wowie.~
OthersAuto  $n kisses $s own hand. You wonder why.~
End

#SOCIAL
Name        happy~
CharNoArg   You look happy!  *SMILE*~
OthersNoArg $n Looks happy!  Awww whatta chum!~
CharFound   You force $N to yell 'HAPPY HAPPY JOY JOY!!'~
OthersFound $n forces you to yell 'HAPPY HAPPY JOY JOY!!'~
CharAuto    You yell 'HAPPY HAPPY JOY JOY!!'~
OthersAuto  $n yells 'HAPPY HAPPY JOY JOY!!'.  Don't mind $m, $e's a bit looney.~
End

#SOCIAL
Name        haus~
CharNoArg   $n sighs and dreams of $s hero...  Haus.~
OthersNoArg $n sighs and dreams of $s hero...  Haus.~
CharFound   Pretending you're Haus, you flex and attempt to summon a pet named Balzhur.~
OthersFound $n imitates Haus and tries to summon a huge demon to attack you!~
VictFound   Your attempt to impress someone while pretending to be Haus will surely not be met with favor from the Gods.~
CharAuto    Your meager attempt at being like Haus is pitiful.~
OthersAuto  $n tries to be like Haus, but fails miserably.~
End

#SOCIAL
Name        hay~
CharNoArg   You look around the room and ask everyone 'How are you?'~
OthersNoArg $n looks around the room and asks everyone 'How are you?'~
CharFound   You look at $N and ask 'How are you?'~
OthersFound $n looks at $N and asks 'How are you?'~
VictFound   $n looks at you and asks 'How are you?'~
End

#SOCIAL
Name        hclose~
CharNoArg   You look for someone to hold real close...~
OthersNoArg $n is looking for someone to hold tight. Volunteers?~
CharFound   You hold $M in a tight embrace.~
OthersFound $n holds $N real close to $m.~
VictFound   $n locks you against $m in a warm embrace.~
CharAuto    You wrap your arms around yourself. Getting lonely are we?~
OthersAuto  $n wraps $m arms around $m.  Must be feeling lonely.~
End

#SOCIAL
Name        headache~
CharNoArg   You have a headache.~
OthersNoArg $n has a headache.~
CharFound   You are getting a headache from $M.~
OthersFound $n is getting a headache from $N.~
VictFound   $n is getting a headache from you.~
CharAuto    You have a headache and want some quiet.~
OthersAuto  $n seems to have a headache.~
End

#SOCIAL
Name        headbang~
CharNoArg   You yell 'Bang the head that does not bang!'~
OthersNoArg $n yells 'Bang the head that does not bang!'~
CharFound   You join $N in the mosh pit and bang your heads together.~
OthersFound $n joins $N in the mosh pit and bangs their heads together.~
VictFound   $n joins you in the mosh pit and bangs your heads together.~
CharAuto    You bang your head and play a wicked air guitar solo!~
OthersAuto  $n bangs $s head and plays a wicked air guitar solo!~
End

#SOCIAL
Name        heal~
CharNoArg   You start yelling for a heal!~
OthersNoArg $n yells 'Hey, how about a heal?  I'm DYING here!'~
CharFound   You start yelling at $N for a heal!~
OthersFound $n yells 'Hey $N, how about a heal?  I'm DYING here!'~
VictFound   $n yells 'Hey $N, how about a heal?  I'm DYING here!'~
CharAuto    You start yelling for a heal!~
OthersAuto  $n yells 'Hey, how about a heal?  I'm DYING here!'~
End

#SOCIAL
Name        heck~
CharNoArg   You say 'The heck with it!'~
OthersNoArg $n says 'The heck with it!'~
CharFound   You say 'The heck with it!' to $N.~
OthersFound $n says 'The heck with it!' to $N.~
VictFound   $n says 'The heck with it!' to you.~
CharAuto    You say loudly 'Darn it to heck!'~
OthersAuto  $n says loudly 'Darn it to heck!'~
End

#SOCIAL
Name        heh~
CharNoArg   You seem to get a laugh from something saying 'heh heh heh'.~
OthersNoArg $n seems to get a laugh from something saying 'heh heh heh'.~
CharFound   You seem to get a laugh from $N saying 'heh heh heh'.~
OthersFound $n seems to get a laugh from $N saying 'heh heh heh'.~
VictFound   $n seems to get a laugh from you saying 'heh heh heh'.~
CharAuto    You seem to get a laugh from yourself saying 'heh heh heh'.~
OthersAuto  $n seems to get a laugh from $mself saying 'heh heh heh'.~
End

#SOCIAL
Name        hella~
CharNoArg   You act like Cartman and say 'That is like hella cool!'~
OthersNoArg $n acts like Cartman and says 'That is like hella cool!'~
CharFound   You say to $N 'That is hella sweet!'~
OthersFound $n says to $N 'That is hella sweet!'~
VictFound   $n says to you 'That is hella sweet!'~
CharAuto    You scream to Cartman 'Stop saying hella!  You sound like a retard!'~
OthersAuto  $n screams to Cartman 'Stop saying hella!  You sound like a retard!'~
End

#SOCIAL
